name,id,duration,three_race_duration,help_label,racetrack_2,racetrack_3,lap_2,lap_3,lap_4,lap_5,help_2,help_3,experience_2,experience_3,race_number_2,race_number_3,lap
MaL ID19,18,48.45,923.55,With Driving Coach,False,False,True,False,False,False,True,False,False,True,False,True,2
MaL ID19,18,48.12,923.55,With Driving Coach,False,False,False,True,False,False,True,False,False,True,False,True,3
MaL ID19,18,47.78,923.55,With Driving Coach,False,False,False,False,True,False,True,False,False,True,False,True,4
MaL ID19,18,45.45,923.55,With Driving Coach,False,False,False,False,False,True,True,False,False,True,False,True,5
NP ID20,19,64.0,987.12,No Assistance,False,False,False,False,False,False,False,False,False,True,False,False,1
NP ID20,19,51.63,987.12,No Assistance,False,False,True,False,False,False,False,False,False,True,False,False,2
NP ID20,19,54.36,987.12,No Assistance,False,False,False,True,False,False,False,False,False,True,False,False,3
NP ID20,19,52.93,987.12,No Assistance,False,False,False,False,True,False,False,False,False,True,False,False,4
NP ID20,19,51.12,987.12,No Assistance,False,False,False,False,False,True,False,False,False,True,False,False,5
NP ID20,19,85.88,987.12,With Driving Coach,True,False,False,False,False,False,True,False,False,True,True,False,1
NP ID20,19,70.98,987.12,With Driving Coach,True,False,True,False,False,False,True,False,False,True,True,False,2
NP ID20,19,71.72,987.12,With Driving Coach,True,False,False,True,False,False,True,False,False,True,True,False,3
NP ID20,19,72.09,987.12,With Driving Coach,True,False,False,False,True,False,True,False,False,True,True,False,4
NP ID20,19,71.82,987.12,With Driving Coach,True,False,False,False,False,True,True,False,False,True,True,False,5
NP ID20,19,72.04,987.12,With Ideal Driving Line,False,True,False,False,False,False,False,True,False,True,False,True,1
NP ID20,19,68.48,987.12,With Ideal Driving Line,False,True,True,False,False,False,False,True,False,True,False,True,2
NP ID20,19,66.21,987.12,With Ideal Driving Line,False,True,False,True,False,False,False,True,False,True,False,True,3
NP ID20,19,66.42,987.12,With Ideal Driving Line,False,True,False,False,True,False,False,True,False,True,False,True,4
NP ID20,19,67.44,987.12,With Ideal Driving Line,False,True,False,False,False,True,False,True,False,True,False,True,5
FW ID22,20,62.25,811.64,With Driving Coach,True,False,False,False,False,False,True,False,False,True,False,False,1
FW ID22,20,59.29,811.64,With Driving Coach,True,False,True,False,False,False,True,False,False,True,False,False,2
FW ID22,20,59.1,811.64,With Driving Coach,True,False,False,True,False,False,True,False,False,True,False,False,3
FW ID22,20,58.8,811.64,With Driving Coach,True,False,False,False,True,False,True,False,False,True,False,False,4
FW ID22,20,58.69,811.64,With Driving Coach,True,False,False,False,False,True,True,False,False,True,False,False,5
FW ID22,20,61.12,811.64,With Ideal Driving Line,False,True,False,False,False,False,False,True,False,True,True,False,1
FW ID22,20,59.87,811.64,With Ideal Driving Line,False,True,True,False,False,False,False,True,False,True,True,False,2
FW ID22,20,57.7,811.64,With Ideal Driving Line,False,True,False,True,False,False,False,True,False,True,True,False,3
FW ID22,20,58.65,811.64,With Ideal Driving Line,False,True,False,False,True,False,False,True,False,True,True,False,4
FW ID22,20,57.7,811.64,With Ideal Driving Line,False,True,False,False,False,True,False,True,False,True,True,False,5
FW ID22,20,46.18,811.64,No Assistance,False,False,False,False,False,False,False,False,False,True,False,True,1
FW ID22,20,42.67,811.64,No Assistance,False,False,True,False,False,False,False,False,False,True,False,True,2
FW ID22,20,43.4,811.64,No Assistance,False,False,False,True,False,False,False,False,False,True,False,True,3
FW ID22,20,42.46,811.64,No Assistance,False,False,False,False,True,False,False,False,False,True,False,True,4
FW ID22,20,43.76,811.64,No Assistance,False,False,False,False,False,True,False,False,False,True,False,True,5
ES,21,82.13,804.06,With Ideal Driving Line,True,False,False,False,False,False,False,True,False,True,False,False,1
ES,21,55.91,804.06,With Ideal Driving Line,True,False,True,False,False,False,False,True,False,True,False,False,2
ES,21,54.77,804.06,With Ideal Driving Line,True,False,False,True,False,False,False,True,False,True,False,False,3
ES,21,60.95,804.06,With Ideal Driving Line,True,False,False,False,True,False,False,True,False,True,False,False,4
ES,21,54.52,804.06,With Ideal Driving Line,True,False,False,False,False,True,False,True,False,True,False,False,5
ES,21,56.05,804.06,No Assistance,False,True,False,False,False,False,False,False,False,True,True,False,1
ES,21,55.2,804.06,No Assistance,False,True,True,False,False,False,False,False,False,True,True,False,2
ES,21,57.42,804.06,No Assistance,False,True,False,True,False,False,False,False,False,True,True,False,3
ES,21,57.42,804.06,No Assistance,False,True,False,False,True,False,False,False,False,True,True,False,4
ES,21,57.42,804.06,No Assistance,False,True,False,False,False,True,False,False,False,True,True,False,5
ES,21,43.8,804.06,With Driving Coach,False,False,False,False,False,False,True,False,False,True,False,True,1
ES,21,45.03,804.06,With Driving Coach,False,False,True,False,False,False,True,False,False,True,False,True,2
ES,21,41.19,804.06,With Driving Coach,False,False,False,True,False,False,True,False,False,True,False,True,3
ES,21,41.13,804.06,With Driving Coach,False,False,False,False,True,False,True,False,False,True,False,True,4
ES,21,41.12,804.06,With Driving Coach,False,False,False,False,False,True,True,False,False,True,False,True,5
